SaleDate,ProductID,WarehouseID,UnitsSold,Revenue
2024-11-06,P150,W4,33,22044
2024-10-24,P181,W7,41,40016
2024-01-05,P121,W7,9,4653
2025-09-04,P143,W10,27,35964
2024-11-11,P106,W6,2,844
2024-01-24,P133,W9,43,102727
2024-10-11,P199,W9,27,28350
2024-09-09,P102,W5,46,104098
2024-08-18,P100,W9,23,14467
2024-08-25,P129,W8,18,33948
2025-12-30,P155,W5,46,22080
2025-10-14,P178,W7,39,66846
2024-02-16,P178,W4,48,44256
2024-12-03,P146,W9,34,70176
2025-07-22,P163,W9,40,94360
2025-06-17,P132,W2,49,73010
2024-10-26,P124,W4,31,5766
2025-03-08,P200,W6,26,27456
2025-08-16,P143,W4,46,77832
2025-03-24,P118,W6,33,76428
2024-07-07,P106,W10,9,1008
2025-02-12,P168,W9,2,2310
2025-04-28,P125,W7,7,2457
2025-02-25,P195,W7,46,24150
2024-06-25,P145,W6,5,7400
2025-05-15,P100,W10,7,4837
2024-10-07,P145,W5,44,50732
2024-09-21,P131,W7,35,70560
2024-04-13,P182,W5,38,21280
2025-03-27,P192,W5,36,64332
2024-03-11,P179,W5,24,10440
2024-10-05,P199,W7,9,22203
2024-11-07,P130,W2,33,5841
2025-03-05,P179,W5,23,2645
2025-11-03,P156,W2,26,64480
2024-04-15,P161,W2,36,66528
2024-05-29,P104,W6,23,29141
2024-02-01,P137,W10,15,8670
2024-08-15,P187,W1,32,76000
2024-03-12,P174,W2,7,17143
2024-07-07,P102,W8,25,34175
2025-02-21,P157,W7,38,8816
2025-06-16,P124,W5,28,32256
2024-05-02,P194,W2,17,28730
2025-04-22,P141,W10,26,35776
2025-09-02,P122,W9,33,60093
2024-02-09,P103,W7,14,25088
2025-10-25,P161,W5,46,53222
2025-09-08,P117,W5,39,63687
2024-02-21,P174,W10,7,9072
2025-09-02,P189,W7,41,76916
2025-02-17,P167,W3,47,104481
2024-09-21,P174,W7,38,14554
2024-08-30,P179,W10,45,17955
2024-04-08,P184,W7,33,26994
2025-06-14,P139,W9,9,10053
2024-02-14,P138,W4,25,26275
2025-12-25,P153,W3,33,32505
2025-04-20,P176,W4,33,67188
2024-11-15,P109,W7,41,20705
2025-03-02,P108,W3,21,15918
2025-08-23,P156,W5,14,22358
2025-08-07,P104,W7,38,36252
2024-09-15,P115,W6,1,406
2024-09-24,P122,W6,7,6356
2025-05-07,P118,W3,39,55185
2025-04-01,P149,W8,44,109340
2024-02-11,P198,W9,22,36498
2024-01-26,P123,W10,11,21659
2025-11-08,P118,W5,2,4126
2024-11-03,P174,W10,19,3857
2024-04-13,P103,W10,33,27357
2024-11-22,P110,W8,15,20325
2025-05-18,P177,W6,26,22178
2024-04-02,P138,W4,28,37632
2025-01-19,P161,W4,39,61503
2025-07-01,P183,W4,48,97872
2025-08-14,P183,W10,5,7035
2025-09-27,P144,W3,32,77312
2025-02-20,P130,W3,49,44345
2025-10-03,P159,W9,42,18312
2025-03-17,P111,W3,29,25549
2025-09-10,P176,W2,24,32592
2024-07-10,P184,W4,42,53886
2025-08-07,P139,W1,40,78600
2024-11-28,P135,W10,34,5950
2024-04-03,P176,W9,49,61495
2024-03-02,P144,W2,18,27918
2025-02-27,P156,W3,46,76958
2025-07-16,P138,W8,7,16506
2024-06-26,P155,W8,35,40530
2024-08-27,P197,W1,38,66500
2024-11-10,P130,W4,36,87516
2024-03-27,P186,W7,23,14674
2025-04-12,P158,W9,10,22720
2025-10-30,P131,W4,43,31132
2024-10-22,P150,W10,30,12510
2024-11-17,P156,W7,38,36518
2024-01-03,P120,W5,40,37400
2025-05-02,P176,W8,25,11875
2025-07-08,P165,W6,30,65490
2025-10-13,P129,W3,36,37584
2024-08-20,P127,W9,35,59605
2025-04-05,P194,W8,37,27824
2024-06-27,P196,W5,23,26703
2025-05-03,P146,W8,11,16533
2025-11-08,P152,W5,8,13088
2025-11-17,P109,W6,36,71640
2025-10-31,P122,W8,31,30132
2025-01-03,P133,W8,9,10134
2024-06-14,P165,W2,48,110160
2025-01-28,P167,W2,28,58296
2025-10-07,P155,W3,8,19416
2025-10-08,P151,W10,23,33327
2025-05-22,P151,W9,5,5025
2024-06-03,P146,W1,27,4293
2024-12-17,P143,W2,27,63612
2024-04-02,P141,W8,29,13572
2024-09-05,P124,W9,10,7110
2025-04-10,P144,W4,4,7800
2024-06-23,P150,W9,25,27700
2024-01-14,P160,W3,19,5795
2024-09-02,P129,W2,19,2831
2024-12-22,P119,W4,15,19215
2025-03-25,P159,W3,19,21223
2024-04-21,P133,W6,12,14220
2025-06-10,P188,W10,46,85008
2025-12-26,P139,W3,15,26850
2025-08-09,P155,W10,34,79934
2024-10-07,P124,W9,11,11935
2024-04-19,P179,W7,11,17556
2024-09-13,P188,W4,45,100755
2025-12-25,P152,W5,8,12472
2024-12-27,P151,W2,42,14406
2025-08-17,P167,W1,22,14938
2024-11-10,P131,W5,28,2996
2025-10-16,P105,W10,49,82418
2024-07-13,P137,W8,32,13600
2024-02-05,P168,W3,5,6620
2024-08-03,P167,W8,34,54332
2024-03-12,P165,W8,38,80978
2024-06-19,P127,W10,33,65736
2025-10-27,P101,W9,16,22768
2024-10-26,P155,W8,44,38764
2024-11-20,P118,W2,2,4330
2024-04-27,P108,W6,16,7808
2025-10-16,P176,W9,18,18000
2024-08-15,P165,W5,28,30968
2024-09-19,P117,W7,13,12259
2024-09-20,P195,W4,30,70740
2025-03-22,P178,W9,34,40256
2025-09-07,P156,W1,22,51194
2025-03-21,P120,W1,10,11620
2024-04-11,P105,W5,4,2368
2025-11-13,P164,W3,39,26364
2024-01-22,P167,W7,13,2860
2024-12-07,P184,W2,16,30800
2024-02-19,P127,W3,12,23352
2024-09-16,P132,W1,42,72282
2025-09-29,P120,W7,42,11130
2024-04-18,P148,W3,22,2552
2024-07-04,P149,W9,36,27216
2025-06-13,P161,W6,18,13716
2024-01-31,P151,W10,14,27538
2025-10-13,P110,W8,43,106124
2024-04-14,P142,W7,9,12609
2025-12-30,P145,W8,49,42777
2024-01-27,P132,W4,48,103920
2024-05-29,P121,W5,33,42471
2024-07-24,P157,W7,42,10122
2025-09-16,P109,W3,1,1243
2025-07-01,P156,W1,46,87814
2024-10-24,P137,W2,42,52920
2024-10-13,P160,W9,17,8568
2025-04-03,P150,W7,36,86220
2025-08-29,P151,W9,25,43925
2024-11-17,P117,W4,33,28611
2025-11-15,P138,W9,42,58548
2024-06-28,P111,W1,43,69359
2025-09-17,P187,W10,36,85608
2024-11-11,P128,W3,28,9912
2025-10-30,P159,W3,16,7184
2025-06-02,P105,W7,9,5319
2025-06-07,P123,W7,21,30135
2025-08-07,P193,W1,6,1968
2025-03-15,P183,W10,38,72922
2025-05-04,P133,W4,20,30140
2025-07-19,P159,W2,26,7150
2025-03-02,P132,W7,19,8075
2024-04-10,P172,W8,2,1098
2025-07-02,P126,W8,6,12258
2025-07-06,P200,W4,27,25650
2024-11-19,P137,W3,14,13048
2024-06-16,P195,W4,41,30668
2025-05-10,P153,W4,42,103320
2025-08-07,P180,W3,23,37007
2024-01-02,P116,W8,45,95850
2024-02-05,P171,W3,19,31179
2025-05-27,P187,W3,31,77190
2024-12-26,P190,W9,8,17384
2024-11-07,P185,W4,11,26565
2025-02-19,P154,W10,37,23421
2024-03-22,P126,W4,45,53280
2024-03-08,P197,W1,35,40985
2024-10-30,P147,W7,7,8736
2024-11-01,P193,W10,28,50680
2024-09-10,P136,W2,4,3436
2024-08-04,P123,W3,49,58653
2025-01-07,P120,W8,43,13459
2025-11-05,P186,W2,3,7233
2024-04-23,P135,W3,32,17152
2024-11-01,P140,W2,21,9072
2024-06-01,P188,W5,4,7472
2025-05-28,P160,W10,12,28548
2025-10-20,P194,W3,46,67436
2025-07-29,P136,W8,45,100035
2024-07-26,P124,W9,35,48965
2025-09-25,P147,W5,24,55608
2025-02-16,P146,W2,31,28768
2024-11-22,P180,W5,6,14400
2025-08-30,P155,W9,4,5712
2024-05-14,P152,W10,30,53460
2025-07-08,P192,W10,1,478
2025-09-24,P120,W7,48,9264
2024-08-03,P108,W2,1,701
2025-12-22,P100,W9,43,65575
2025-03-17,P190,W5,1,1792
2024-09-29,P162,W2,13,8983
2025-05-21,P103,W3,30,15720
2024-06-09,P152,W1,49,6713
2024-02-01,P189,W10,25,5800
2024-04-20,P100,W2,27,47007
2024-06-26,P139,W6,22,29810
2025-03-27,P163,W8,6,8484
2025-05-19,P107,W4,5,9905
2025-04-09,P109,W6,17,38726
2024-07-17,P175,W4,1,2183
2025-04-25,P151,W1,41,98031
2025-05-02,P109,W5,9,3996
2024-03-01,P176,W10,21,25284
2025-03-01,P160,W4,13,32071
2025-11-30,P123,W3,31,30566
2025-06-27,P125,W7,22,47740
2025-06-13,P161,W7,25,21375
2024-07-07,P114,W8,37,32301
2025-10-19,P106,W7,32,22528
2024-05-16,P110,W4,12,1764
2024-09-08,P186,W9,28,29680
2025-03-17,P183,W3,48,90480
2025-10-16,P120,W8,18,21294
2025-06-13,P117,W5,18,21690
2024-10-04,P189,W10,16,36608
2025-09-04,P147,W4,22,19976
2024-06-24,P161,W5,4,8008
2025-10-17,P187,W5,6,3786
2025-08-21,P186,W1,11,11132
2025-02-17,P160,W5,9,14094
2024-03-22,P172,W9,14,24892
2024-01-05,P120,W7,8,18944
2024-09-08,P134,W4,31,12431
2025-03-26,P185,W7,28,27692
2024-04-29,P173,W3,27,25353
2024-12-27,P167,W7,29,58928
2024-01-01,P150,W3,33,79530
2025-11-05,P175,W1,48,35136
2024-06-22,P151,W10,4,9244
2024-12-28,P131,W4,6,13290
2024-08-12,P119,W10,34,14654
2024-03-29,P164,W3,48,46272
2024-07-16,P126,W3,18,26676
2024-07-19,P128,W7,21,19530
2025-05-31,P177,W1,38,79686
2025-08-24,P134,W9,14,30352
2024-09-06,P136,W3,12,12732
2024-02-28,P144,W8,15,11070
2024-02-04,P198,W4,22,13156
2025-09-15,P182,W6,30,48540
2025-09-11,P159,W9,38,16226
2025-04-28,P179,W7,43,46096
2024-05-09,P117,W4,23,11569
2024-09-15,P169,W5,32,10048
2024-01-26,P170,W1,48,115200
2024-06-25,P117,W2,30,56430
2024-05-11,P192,W10,44,104896
2024-04-05,P169,W2,6,8988
2025-04-17,P185,W2,1,1017
2024-10-29,P143,W4,28,7196
2025-02-28,P149,W3,43,11825
2025-05-09,P106,W8,29,58058
2025-05-09,P184,W4,9,5337
2024-03-18,P108,W4,11,19030
2025-11-11,P147,W6,49,74774
2025-08-03,P182,W7,33,42735
2025-04-30,P171,W10,6,8010
2025-08-28,P179,W2,15,12480
2025-01-19,P173,W4,26,51220
2025-04-23,P196,W10,19,28120
2025-12-21,P120,W2,43,53406
2024-05-19,P164,W1,15,2325
2024-01-18,P176,W7,14,18900
2025-08-26,P168,W2,25,58200
2024-02-07,P108,W8,47,57951
2025-07-20,P188,W4,38,10830
2025-03-23,P101,W4,15,31515
2024-07-11,P135,W10,19,4028
2024-07-10,P194,W7,25,5550
2025-03-31,P133,W3,19,41344
2025-04-05,P182,W10,19,47158
2024-02-01,P119,W5,24,35040
2025-05-08,P150,W7,29,6351
2025-06-07,P143,W7,9,11340
2025-04-28,P127,W5,37,14689
2024-08-01,P179,W1,12,9684
2025-07-13,P193,W1,19,5928
2025-08-06,P111,W9,6,12792
2025-12-17,P102,W1,31,25947
2025-04-01,P141,W9,47,76375
2024-01-21,P156,W5,32,70656
2025-08-03,P100,W10,34,79322
2025-08-20,P108,W2,42,19362
2025-04-05,P144,W5,37,53576
2025-09-02,P143,W3,40,87760
2025-04-25,P134,W10,4,4936
2024-01-17,P179,W3,13,27976
2024-07-26,P145,W1,7,5355
2024-09-30,P124,W8,10,8730
2025-08-10,P180,W5,28,9492
2024-10-05,P105,W5,31,37262
2024-12-08,P134,W9,30,62490
2025-02-24,P152,W8,5,1170
2024-06-11,P182,W2,32,23968
2024-12-27,P155,W8,1,2162
2025-07-30,P144,W4,13,21918
2024-02-22,P104,W6,2,4916
2024-03-29,P103,W2,5,9610
2024-04-03,P191,W4,13,25662
2025-01-07,P127,W8,46,81696
2024-11-26,P165,W5,35,78645
2024-05-28,P157,W4,5,2750
2024-01-23,P167,W9,17,4182
2025-05-19,P150,W1,43,51772
2024-04-29,P150,W6,40,83880
2025-01-20,P124,W7,24,33168
2025-08-18,P120,W2,44,73040
2025-10-27,P112,W8,22,10560
2025-07-15,P135,W1,40,30080
2024-03-18,P135,W1,17,16983
2025-09-20,P131,W10,36,7992
2025-04-07,P158,W6,32,73376
2024-08-20,P168,W1,36,39348
2025-08-30,P140,W9,6,1734
2025-03-24,P104,W1,22,7590
2024-11-24,P103,W1,8,2520
2025-11-24,P167,W5,20,33180
2025-08-09,P167,W8,3,4056
2024-09-11,P125,W3,46,48622
2024-02-11,P199,W7,34,41412
2025-09-05,P196,W2,20,17820
2024-06-11,P139,W1,36,80244
2025-06-19,P128,W7,28,17248
2024-10-03,P132,W7,1,2479
2025-03-20,P150,W10,4,1800
2024-03-13,P121,W8,10,1500
2025-05-07,P179,W7,13,6916
2025-10-08,P184,W10,32,41952
2024-03-14,P193,W4,37,63492
2025-09-20,P122,W3,15,2475
2025-10-24,P117,W3,26,41002
2024-11-13,P155,W10,49,35378
2025-01-13,P151,W9,31,4774
2025-07-19,P159,W2,17,31705
2025-08-09,P194,W10,23,30590
2025-06-18,P135,W6,47,10998
2025-03-30,P185,W1,26,26780
2024-08-19,P192,W2,43,52288
2024-09-28,P123,W8,18,22698
2024-08-15,P162,W2,4,5388
2025-07-19,P153,W6,14,16058
2025-01-19,P105,W9,38,8284
2024-10-08,P138,W6,49,40621
2024-11-23,P181,W1,37,62752
2024-03-29,P131,W5,3,3390
2025-10-03,P182,W8,45,85680
2025-09-03,P105,W3,15,36315
2024-04-26,P172,W7,30,55860
2025-09-16,P171,W1,6,7722
2024-06-12,P113,W3,22,33770
2024-07-14,P154,W3,44,10956
2025-11-08,P120,W8,3,1968
2025-08-20,P157,W8,4,3012
2025-06-29,P176,W9,5,8925
2025-12-11,P172,W8,8,1440
2025-03-09,P170,W3,5,585
2025-08-11,P145,W4,18,38142
2024-04-03,P137,W9,6,11460
2024-10-08,P194,W8,22,12606
2025-04-17,P145,W4,17,28152
2025-12-22,P154,W2,27,41013
2025-07-11,P159,W8,31,30535
2024-02-29,P146,W6,5,2690
2024-08-11,P151,W5,14,27076
2025-06-10,P109,W4,18,17244
2024-10-09,P185,W1,5,10710
2025-05-13,P155,W9,45,36450
2024-07-09,P133,W4,44,96052
2025-11-20,P154,W1,32,73152
2025-07-29,P160,W4,4,1232
2025-08-27,P121,W7,9,11997
2024-06-17,P119,W5,17,22406
2025-05-21,P191,W3,24,53280
2024-08-29,P132,W9,17,10081
2025-04-18,P167,W6,16,3200
2025-10-22,P195,W4,3,5352
2025-04-07,P164,W4,12,3300
2025-07-24,P110,W3,13,4875
2025-07-09,P118,W3,49,65856
2024-08-15,P101,W1,42,65520
2025-12-09,P109,W7,6,13782
2024-01-28,P145,W5,28,42420
2024-10-10,P160,W9,48,47376
2025-06-08,P137,W5,13,2431
2025-09-23,P191,W10,12,17880
2025-02-02,P180,W9,30,11340
2024-12-18,P194,W10,43,51729
2025-07-02,P159,W9,46,51290
2024-01-24,P105,W1,39,60411
2025-03-05,P184,W3,16,21376
2024-12-17,P140,W2,30,72000
2024-01-09,P113,W6,36,23724
2025-11-13,P135,W4,19,34542
2025-04-29,P102,W2,10,9080
2025-07-08,P183,W10,10,15660
2025-11-28,P195,W9,9,18639
2025-02-17,P141,W8,29,26216
2024-06-23,P171,W1,21,24696
2025-08-04,P173,W6,7,6328
2025-10-15,P141,W2,20,3300
2024-05-19,P183,W4,40,16600
2025-11-28,P143,W10,3,4821
2024-10-31,P198,W3,34,77962
2025-12-23,P124,W10,47,77832
2025-01-22,P155,W4,10,23520
2024-10-25,P176,W10,34,33660
2025-05-10,P109,W7,25,42600
2024-11-23,P187,W8,31,31496
2025-10-22,P119,W7,34,18190
2024-08-31,P144,W10,41,42558
2024-11-29,P188,W4,24,7344
2024-02-06,P134,W4,30,39060
2024-11-17,P124,W9,13,4810
2024-09-25,P134,W6,22,16038
2024-10-09,P124,W2,3,330
2024-01-07,P114,W2,13,5174
2025-06-24,P148,W4,41,98933
2025-10-18,P101,W2,7,1428
2025-09-25,P172,W9,7,9618
2024-04-23,P109,W10,23,43654
2024-09-03,P117,W3,12,3036
2025-09-14,P169,W4,35,25130
2025-11-02,P167,W1,1,812
2024-09-19,P162,W3,33,33693
2025-05-12,P160,W4,35,10710
2025-11-23,P119,W2,38,35872
2025-02-18,P183,W3,29,50692
2024-07-20,P195,W3,32,4384
2024-09-18,P171,W8,37,20239
2024-01-12,P170,W8,47,67116
2024-04-07,P126,W10,36,56808
2024-01-21,P196,W6,47,54144
2025-04-21,P125,W1,43,79636
2024-06-02,P160,W6,49,67816
2025-05-26,P130,W7,31,47709
2025-12-05,P187,W6,36,43956
2025-04-05,P146,W2,24,20064
2025-07-30,P151,W7,34,39610
2025-10-04,P148,W6,4,3112
2024-01-05,P188,W1,6,4608
2024-11-17,P165,W4,47,53486
2025-11-03,P107,W8,40,98880
2024-01-07,P170,W4,21,37065
2024-03-23,P129,W2,13,1768
2025-08-20,P139,W5,37,56240
2024-12-05,P148,W8,19,27987
2024-10-02,P187,W7,3,3450
2025-07-23,P145,W3,37,33818
2024-10-22,P183,W4,35,19180
2025-06-06,P107,W6,1,977
2024-12-25,P190,W5,47,14476
2025-12-29,P169,W3,19,28253
2024-02-04,P197,W2,35,54915
2025-09-23,P134,W8,16,19616
2025-08-19,P183,W8,17,26078
2025-01-28,P176,W4,34,4590
2025-07-19,P146,W6,38,49970
2024-12-26,P176,W1,10,15460
2025-05-09,P186,W2,44,9988
2024-12-14,P130,W10,36,10188
2025-04-27,P136,W10,15,22905
2024-02-08,P189,W3,2,4544
2025-07-10,P153,W1,18,13176
2024-02-28,P186,W4,15,36900
2025-08-07,P163,W2,44,88176
2025-12-21,P110,W2,6,5586
2024-06-21,P184,W1,2,2624
2024-01-31,P147,W3,31,22599
2025-10-05,P145,W3,25,62100
2024-10-13,P155,W6,22,49236
2024-02-29,P122,W8,30,20400
2025-12-25,P170,W10,18,21114
2025-08-30,P119,W8,22,46508
2025-08-22,P156,W1,36,40752
2025-11-26,P199,W10,16,12480
2024-02-09,P194,W10,47,84412
2024-07-11,P162,W5,19,18962
2025-01-31,P173,W9,48,84048
2024-04-10,P142,W5,14,3584
2024-12-07,P124,W5,33,12639
2024-02-15,P179,W8,44,91652
2024-09-03,P193,W10,47,116560
2024-10-21,P174,W8,32,22240
2024-01-04,P164,W2,20,23960
2025-01-02,P124,W9,4,1360
2025-04-10,P133,W10,12,17904
2024-12-22,P132,W8,29,63075
2025-09-03,P117,W6,8,7624
2025-06-26,P122,W1,14,3374
2025-03-20,P193,W4,8,8808
2025-10-08,P152,W9,22,28600
2025-04-06,P153,W9,43,57233
2024-11-27,P113,W4,45,71055
2024-04-29,P117,W8,6,10146
2025-11-18,P135,W4,33,69663
2025-02-03,P183,W9,37,39775
2025-06-30,P149,W2,27,53946
2025-08-15,P198,W10,26,12610
2024-10-11,P156,W3,32,50240
2025-05-08,P192,W5,5,6835
2025-10-16,P134,W1,35,85505
2025-08-14,P167,W5,44,109648
2024-10-17,P182,W8,6,11514
2024-11-12,P196,W4,1,2026
2025-02-16,P171,W6,46,90022
2024-03-10,P152,W8,29,63713
2024-03-01,P114,W9,4,6404
2025-12-21,P105,W9,6,5736
2025-08-08,P128,W8,2,3924
2024-08-03,P174,W3,30,57840
2024-03-29,P162,W6,28,29904
2025-06-30,P160,W3,13,7280
2025-03-13,P174,W4,28,9632
2024-08-28,P111,W8,33,62040
2025-01-22,P184,W1,26,47086
2024-06-14,P200,W7,12,28428
2025-02-28,P161,W3,44,7392
2025-03-03,P116,W9,26,9516
2025-12-17,P193,W9,13,9646
2025-06-01,P196,W4,4,9868
2025-12-08,P100,W2,49,107506
2025-04-03,P122,W8,24,31656
2025-08-04,P146,W6,19,3743
2025-01-05,P161,W10,30,59490
2025-04-25,P194,W8,33,3960
2025-04-09,P115,W2,46,68724
2024-07-17,P170,W8,44,46068
2025-04-14,P189,W1,49,23226
2025-10-03,P196,W5,21,18963
2024-04-24,P108,W5,23,6164
2024-03-16,P192,W5,42,86352
2025-07-04,P173,W6,46,82892
2025-04-28,P120,W10,39,13026
2024-08-10,P148,W5,42,32466
2025-03-16,P190,W4,47,22466
2024-10-19,P192,W6,44,101552
2025-09-15,P102,W3,45,109935
2025-08-21,P103,W1,27,51057
2025-05-26,P143,W5,1,211
2025-01-20,P182,W2,18,9756
2024-09-02,P161,W2,2,4172
2025-01-31,P152,W5,48,110736
2025-05-09,P112,W2,1,1735
2025-09-25,P133,W1,28,8540
2024-08-09,P100,W3,49,18032
2024-10-11,P175,W8,19,13281
2025-09-14,P168,W8,4,4596
2024-10-07,P100,W2,1,1689
2025-08-22,P116,W2,44,79728
2025-03-17,P176,W5,4,624
2025-05-26,P186,W3,3,3642
2025-06-13,P103,W3,38,67564
2025-01-13,P113,W6,18,6876
2024-07-06,P187,W9,4,9508
2024-01-07,P154,W2,36,35208
2025-02-22,P191,W3,22,21736
2025-02-08,P175,W8,16,30496
2024-06-17,P135,W7,41,35465
2024-07-08,P181,W2,40,61280
2025-05-11,P117,W9,5,7535
2024-02-10,P192,W10,45,39960
2025-03-28,P195,W5,37,75591
2024-08-24,P183,W3,10,11700
2025-10-01,P193,W6,3,2898
2025-02-01,P152,W5,11,8580
2025-08-19,P154,W10,2,1082
2025-10-04,P197,W8,38,85576
2025-05-14,P117,W2,8,19680
2024-09-29,P167,W3,23,6233
2025-06-02,P131,W1,34,9962
2024-12-27,P183,W7,27,30078
2024-08-03,P185,W1,16,28944
2024-10-08,P125,W5,20,20120
2025-10-23,P136,W10,5,12300
2024-05-23,P110,W5,23,57293
2025-03-19,P122,W1,43,62866
2024-07-29,P187,W2,45,35415
2025-01-02,P139,W2,28,16688
2024-03-06,P113,W6,28,19712
2024-09-12,P177,W8,37,51726
2025-03-23,P136,W8,4,5168
2025-01-05,P101,W8,15,5925
2025-02-23,P164,W9,36,31212
2024-02-18,P185,W3,13,8593
2025-01-02,P142,W7,9,4284
2024-12-17,P149,W5,41,41574
2025-01-04,P150,W8,2,4618
2024-11-11,P178,W5,27,65286
2024-01-22,P154,W9,33,69432
2024-01-20,P153,W8,31,8804
2025-11-17,P178,W2,2,4232
2024-03-07,P163,W8,16,37760
2025-04-11,P112,W10,20,36560
2025-12-20,P163,W10,8,10600
2024-09-17,P144,W6,21,33327
2024-01-19,P171,W8,46,68172
2025-03-14,P171,W4,2,3524
2024-03-01,P163,W1,17,23902
2025-03-28,P157,W10,33,37818
2024-02-11,P125,W6,1,1476
2024-07-28,P141,W1,16,27008
2025-11-16,P110,W4,14,28728
2024-09-17,P184,W6,5,8935
2025-08-19,P181,W6,26,32006
2024-12-13,P164,W7,44,105468
2024-02-10,P176,W8,20,21560
2025-03-11,P188,W6,5,11175
2025-11-13,P133,W8,47,104716
2025-05-01,P163,W2,37,68783
2025-01-30,P106,W4,8,2272
2024-12-12,P175,W4,31,29667
2024-08-30,P104,W4,18,20826
2024-11-21,P130,W10,29,56289
2025-03-12,P181,W6,22,22968
2024-10-11,P113,W7,25,10825
2024-11-08,P112,W4,9,10764
2024-08-23,P108,W5,13,5447
2025-04-18,P191,W6,18,7902
2025-12-01,P141,W4,37,69560
2025-09-21,P146,W10,36,33768
2025-07-11,P101,W3,12,19212
2025-05-11,P115,W6,1,1548
2024-08-10,P112,W9,43,47429
2025-05-25,P109,W1,20,9420
2025-09-23,P125,W1,36,44892
2025-06-03,P197,W6,16,20192
2024-01-13,P178,W10,48,104784
2025-02-12,P185,W6,12,15180
2025-04-01,P189,W8,8,3904
2025-09-14,P170,W1,34,80138
2024-03-15,P176,W8,15,14145
2024-12-12,P166,W8,9,11610
2024-10-17,P133,W10,3,7452
2025-08-04,P141,W3,42,17682
2025-02-26,P110,W3,27,5859
2024-05-23,P117,W3,9,13203
2025-11-05,P166,W8,37,33041
2024-11-05,P120,W3,18,23472
2025-03-14,P144,W9,46,108836
2025-01-08,P198,W3,19,10792
2024-02-03,P164,W5,6,13104
2024-01-22,P150,W4,16,17296
2024-01-17,P181,W1,44,57156
2025-08-18,P193,W6,2,546
2024-08-30,P123,W3,24,39048
2024-07-24,P167,W9,31,28892
2024-06-17,P169,W5,47,19035
2024-01-20,P161,W3,44,63712
2025-02-06,P144,W1,39,75504
2025-01-27,P179,W3,10,10230
2025-11-24,P116,W2,46,66010
2025-10-23,P194,W9,22,53306
2024-07-30,P137,W6,45,78885
2024-10-18,P119,W5,34,11152
2025-07-10,P125,W2,37,61790
2024-04-07,P147,W9,44,109296
2024-10-27,P200,W6,40,81520
2025-12-17,P100,W1,23,27899
2024-09-12,P196,W10,1,891
2024-10-22,P187,W5,26,60996
2025-04-29,P179,W9,3,2610
2025-10-24,P193,W10,32,19968
2024-04-20,P166,W3,41,36244
2025-10-11,P193,W7,17,12223
2025-07-08,P123,W2,41,84419
2025-12-12,P185,W6,33,27291
2025-11-12,P112,W10,49,19845
2025-11-03,P173,W5,33,32868
2025-06-16,P113,W9,8,1544
2025-09-28,P178,W5,35,72835
2025-03-29,P176,W4,19,45695
2025-01-26,P197,W4,38,33326
2024-10-11,P195,W10,14,14644
2025-12-30,P165,W6,44,93456
2025-07-23,P183,W8,48,40368
2025-11-19,P190,W10,29,22156
2025-05-03,P151,W5,38,82498
2025-10-17,P171,W6,1,1059
2024-10-13,P137,W3,28,7728
2024-10-25,P190,W10,18,29484
2025-11-19,P119,W7,48,43488
2025-03-15,P119,W10,19,27037
2024-04-23,P178,W9,33,58476
2025-06-30,P172,W8,34,31654
2025-02-03,P147,W9,11,14080
2025-07-28,P177,W6,18,43956
2025-12-30,P130,W6,14,26278
2024-02-11,P119,W7,15,6360
2025-10-22,P143,W6,6,8412
2025-06-03,P102,W7,25,54700
2024-11-23,P117,W1,46,8050
2025-07-09,P134,W1,43,14491
2024-11-16,P180,W8,21,49980
2025-12-27,P111,W2,40,95880
2025-01-25,P167,W7,39,61269
2025-11-06,P140,W3,19,25973
2025-03-05,P183,W4,12,2160
2025-04-27,P126,W8,20,3780
2025-05-09,P176,W4,43,48762
2025-05-18,P118,W8,38,12274
2025-12-02,P143,W5,41,94013
2025-03-21,P119,W4,10,2950
2024-02-16,P137,W3,15,16065
2024-05-13,P141,W8,4,448
2024-06-17,P179,W2,37,20128
2024-06-07,P151,W1,23,40733
2024-08-24,P170,W6,20,20960
2024-08-09,P150,W2,27,58779
2024-05-24,P109,W3,6,1458
2024-05-29,P199,W1,31,47120
2024-01-25,P135,W6,8,4128
2024-09-16,P177,W6,15,32655
2025-04-11,P148,W9,35,41230
2025-04-20,P138,W6,12,26856
2024-08-21,P137,W6,41,42558
2024-09-15,P195,W4,41,8815
2024-11-14,P158,W1,35,82390
2024-01-19,P126,W7,19,40907
2025-01-29,P111,W3,1,1924
2024-07-07,P186,W9,24,12672
2024-06-23,P124,W7,24,15864
2025-09-12,P161,W1,24,7608
2024-10-11,P121,W10,33,40293
2025-08-22,P184,W8,11,13145
2025-11-13,P168,W6,10,1410
2025-05-18,P104,W7,16,10480
2024-06-15,P167,W9,11,25586
2025-09-01,P186,W2,37,19795
2024-07-22,P168,W4,30,62700
2025-08-06,P164,W8,29,56637
2025-04-29,P107,W7,49,32634
2024-03-06,P185,W1,3,2394
2025-04-23,P167,W5,21,9534
2024-11-27,P145,W10,5,1635
2025-03-23,P106,W10,10,24470
2024-06-29,P130,W8,10,14840
2025-09-16,P118,W10,37,28083
2024-11-04,P171,W5,41,15375
2024-10-13,P123,W10,17,27540
